channel_id,title,description,published_at,country,view_count,comment_count,subscriber_count,video_count,is_verified,keywords,profile_picture_url
UCs0r9v3oazJfbEtM3tSU1kA,Bella | Mini Dachshund ,"Daily Puppy Content & Pet Finds 🧡
Things we love & recommend✨

",2026-01-29T15:37:39.81939Z,,3090254,0,6180,65,False,,https://yt3.ggpht.com/M9kGn9cq5IieInIdZAgLrVvTqucA9gvNgOAVY7aDHoRckva8WEEPIeNX36DeDJ9o1q9-oaOwXQ=s88-c-k-c0x00ffffff-no-rj
UC3E8z5P4FemGLQRXixxHL3g,Gravycatman,"I make cat videos
",2013-12-06T04:38:44Z,US,2799326250,0,4310000,4400,False,gravycatman roblox gaming cat,https://yt3.ggpht.com/ytc/AIdro_lo_2z-QrrE9ZlMzHdn0XeB0lx9pPoMbEb7Bo6Ew3D2eFo=s88-c-k-c0x00ffffff-no-rj
UC36mNFIUGAFJhKND1mzsHiA,Tiny Paws Fashion Dog Boutique ,"🐾 Welcome to Tiny Paws Boutique! 🐾
Your destination for luxury small dog clothing and accessories. From cozy sweaters and designer harness sets to adorable bows and carriers — we bring style, comfort, and quality together for your fashionable pup. 💕

✨ Shop our latest collections and make every walk a runway moment!
📍 Based in Chicago | Shipping nationwide

#TinyPawsBoutique #DogClothes #LuxuryPetFashion #SmallDogStyle #PetAccessories #DogBoutique",2025-10-18T14:24:15.145307Z,,111058,0,127,87,False,,https://yt3.ggpht.com/cYb8Y-NeaPIALTCVwtJ_fQn4azZdwDXm-FSXWT_rZ3Rl5q_7kcuufrHsG0QxkHytRmkeq7oP2Nk=s88-c-k-c0x00ffffff-no-rj
UCLc4izY3Wseh9t7-HxjS4PA,BuuQuiz,"Olá, seja bem vind@ ao BuuQuiz!

Se você é uma pessoa curiosa, esperta e gosta de quiz, desafios, quebra cabeça, passa tempo e diversão, seu lugar é aqui!
Venha se divertir com o melhor do universo de perguntas e respostas.

Um super valeu do fantasminha curioso. 👻

#buuquiz #quiz #oqvcprefere #qualvocêprefere #jogodasescolhas #desafios #quizbuu
",2022-12-13T17:24:00.46259Z,BR,97003027,0,1990000,879,False,"buuquiz quiz diversão quizdofantasma ""perguntas e respostas"" jogos animação ""quiz do fantasminha"" ""qual você prefere"" ""qual vc prefere"" ""jogo das escolhas"" ""o que você prefere"" ""escolha seu presente"" adivinhe emoji adivinhe adivinhar jogodasescolhas animação diversão #zerei quiz zerei Buuquiz ""o que você prefere"" desafios ""quiz desafios"" ""30 mega perguntas"" buuquiz ""jogos online"" ""qual vc prefere"" desafios ""30 mega desafios"" ""30 super desafios""",https://yt3.ggpht.com/wRVywBQdCXp19Xwr66d53rorxtrX1Te50VIyKUpyS1pZ4bob2EQvkmAVwdFLTKTjWA-G6Tsc5eA=s88-c-k-c0x00ffffff-no-rj
UCDfCE5cO96QgzvNViIkoPYw,Pri Santos ,"Seja bem-vinda 💖
Um cantinho de beleza, autocuidado e rotina
Vlogs, comprinhas e momentos simples que eu amo ✨",2016-03-07T23:02:26Z,,2895020,0,299000,27,False,,https://yt3.ggpht.com/YOFdSU7Uq_jRsUslfXkK16f-MerWwa2g9_wnvYlqT2dQlmiN-OwncQXhMRaLN4bKSP-CRxCwrQ=s88-c-k-c0x00ffffff-no-rj
UCDRHZ-RN2d97SsDYYFJA_2Q,Globo Quiz,"Seja bem-vindo ao Globo Quiz! 🌍✨ Aqui, desafiamos mentes e garantimos diversão! 🧠💡 Mergulhe em um mundo de perguntas intrigantes, curiosidades fascinantes e desafios estimulantes. Dos enigmas mais divertidos aos quebra-cabeças mais desafiadores, nossa missão é proporcionar uma experiência envolvente para todos os amantes de quizzes. Prepare-se para testar seus conhecimentos, descobrir novas curiosidades e competir com amigos enquanto exploramos juntos o fascinante universo do conhecimento. 🚀💡 Inscreva-se agora e junte-se à comunidade Globo Quiz para uma jornada de diversão, aprendizado e entretenimento sem fim! 🎉🔍
",2022-09-28T22:22:36.877806Z,BR,25679018,0,196000,449,False,"quiz trivia conhecimento desafio entretenimento ""perguntas e respostas"" jogo diversão enigmas quebra-cabeças ""jogos mentais"" teste ""desafios diários"" ""quiz online"" ""jogos de perguntas"" ""jogo de quiz"" ""globo quiz"" ""jogo da escolha"" ""qual você prefere"" ""diversão online"" ""o que você prefere"" ""jogo das escolhas"" ""escolha seu presente"" ""jogo de filme"" jogos jogodasescolhas ""qual vc prefere"" ""filme disney"" ""diversão online"" ""universo quiz"" ""maca quiz"" ""quiz globoquiz"" globoquiz ""quiz do astronalta""",https://yt3.ggpht.com/qgFqqdp_fK3SnDH4nRWY93jk6I9QqI4ZDXTwjnoJte9rxwGECc-CPqpYk_fB8oJJk-b8SpmCCxw=s88-c-k-c0x00ffffff-no-rj
UCQbpbLqTcPqi-JvRsDyzaWA,Marte Quiz,"🛸Bem-vindo ao MARTE QUIZ!🛸

Aqui, a diversão é de outro planeta! 🌟 Teste seus conhecimentos com nossos quizzes super divertidos e interativos! 🎉

🕹️O que esperar?
- Quizzes emocionantes 🎮
- Desafios divertidos 🧠
- Muitas risadas e diversão 😂

Venha se aventurar e descobrir novos conhecimentos com a gente! Inscreva-se e embarque nessa jornada espacial de diversão! 🌌✨

Vamos lá, astronauta!🛸👽👽
",2024-08-02T15:04:31.849556Z,BR,2914716,0,23000,148,False,"""jogo das escolhas"" ""jogo interativo"" ""qual você escolhe"" ""escolha certa"" ""o que você prefere"" ""vídeo de escolhas"" ""sim ou não"" ""monte sua vida"" ""escolha seu prêmio"" ""jogo divertido"" ""vídeo de brincadeira"" ""vídeo divertido"" ""jogo criativo"" ""quiz de escolhas"" ""desafio divertido"" quiz ""perguntas e respostas"" ""teste seu conhecimento"" ""só os gênios conseguem"" ""verdadeiro ou falso"" ""vídeo infantil"" ""vídeo para crianças"" ""desafio infantil"" ""vídeo de quiz"" ""quiz infantil"" ""marte quiz"" escolhas",https://yt3.ggpht.com/lPixSajgx3aCmsEhLjNP-1Nap9pr_Mqjq5ZSw6zlds8fX8YdSM5AW0WsdeO5QA3_dsgkajvd5Qk=s88-c-k-c0x00ffffff-no-rj
UCkeCD8hBjax1-2ui9QfLvJQ,Aury Moda Pet: Costura e Moldes,"Bem-vindo ao canal da Aury! Aqui você aprende tudo sobre costura pet de um jeito simples e prático. Meu objetivo é ajudar você a criar roupinhas para cachorro e gato, seja para presentear seus filhos de quatro patas ou para criar um negócio lucrativo de moda pet.

No canal, você encontra tutoriais de passo a passo de costura, dicas de modelagem e muitos moldes gratuitos de vestidos, bandanas, blusas de frio e acessórios pet.

Se você é iniciante na costura ou já tem experiência, inscreva-se para acompanhar as novidades e baixar seus moldes no meu blog!

#costuracriativa #artesanatoemtecido #modapet #roupas #roupasinfantis #costurapassoapasso #costurainiciantes #rendaextracomcostura #moldes #moldesgratis #modapet #pets #dog #petfashion #roupaspet

",2025-05-15T19:33:32.357796Z,BR,95441,0,3380,35,False,"""Costura Pet"" ""Moda Pet"" ""Roupa para cachorro"" ""Roupa para gato"" ""DIY Pet"" ""Molde de roupa pet grátis"" ""Passo a passo costura pet"" ""Como fazer roupa de cachorro"" ""Modelagem pet"" ""Acessórios para pets"" ""Bandana pet"" ""Vestido para pet"" ""Blusa de frio para cachorro"" ""Fantasia pet""",https://yt3.ggpht.com/IkCycObRznJheatK8QlBwKyxf5XMe6K1IrFsdjN0Y54rFACGKywyMPKpresfS2Cjj9iVH2B_=s88-c-k-c0x00ffffff-no-rj
UC-4CgaxAPN63JSp4SSDyEjQ,Liloca Quiz,"Sejam Bem-vindas ao Liloca Quiz, venha se divertir através de quizzes divertidos. Aqui você vai montar seu material escolar, sua bebê reborn e muito mais... 
Então já se inscreve no nosso canal e ative as notificações para a diversão.
",2025-07-15T19:17:30.711048Z,BR,3805443,0,24000,74,False,"quiz ""qual você prefere"" ""monte sua casa"" ""monte sua penteadeira"" ""jogo das escolhas"" quizzes ""monte sua vida"" ""quiz de maquiagem"" ""quiz de comida"" ""jogos e desafios"" ""quiz interativo"" ""quiz inteligente"" ""monte seu material escolar""",https://yt3.ggpht.com/UfymMuIbNbhPjPoBmSIAbUxt53w8Va6AskM8yUd0cVz-O8SuljJ7ECw1jel4W8D8dB_f_hfzxQ=s88-c-k-c0x00ffffff-no-rj
UCHVlENviUGDc7H_ThXYtPFA,Bridgit's Barking Bow-tique,"Hi Fur-ends! 🐶 
I’m Bridgit, owner of Barking Bow-tique Dog Grooming. I am a home based groomer in southwest Florida that provides one-on-one, cage free and stress free grooming. 
I specialize in creative color, trauma dog care and making people laugh! 😂 
I live my job and I’m very happy for the opportunity to share my passion with everyone. 
Make sure to check out additional content and daily livestreams on TikTok: @bridgitsbarkingbowtique
Any inquiries should be directed to Instagram (bridgitsbarkingbowtique) or Email (infobarkingbowtique@gmail.com) 
Thanks for watching, smell ya later ! ✨💕",2024-11-07T02:17:04.335652Z,,74595984,0,115000,339,False,,https://yt3.ggpht.com/avpRgIqbMMSbE9hu28_4oyP9xmjNC-Qb2M65uhR2G3hkuiX_xFMvH2omMuQ74IAYtpZZOmkL2g=s88-c-k-c0x00ffffff-no-rj
UCksm9zYFpIq0KZ40H2LHc1g,Life With Klee Kai,"Copper and Skye are two Alaskan Klee Kai dogs who are small in stature but have big personalities.

Skye, our black and white Alaskan Klee Kai, was born in September 2017, is the older sibling and likes to think she's the boss of the house. Women power!

Her little brother Copper, who is our red and white Alaskan Klee Kai pup, completed our little family in early 2018. He is five months younger than Skye, but they share the same Dad,  who was a red Klee Kai like Copper.

Alaskan Klee Kai is a breed growing in popularity, although we're often asked if Copper and Skye are a Husky puppies, a Chihuahua and Husky mix or Pomsky dogs.

We hope that our channel, Life With Klee Kai, can shed light on our experience with the breed, providing information and plenty of laughs.

In 2025, we launched our new business Daea Well. You can follow our journey with this business on @mendwithendo and @daeawell.

",2018-10-19T00:15:53Z,US,760954203,0,1050000,2135,False,,https://yt3.ggpht.com/h_d2yVFfGdZthFboQpj5NqIuOk3vOrBCpa4Hy33-7uaJh_JtdU4YDPCGIABOIk9IvKOzc-KOppo=s88-c-k-c0x00ffffff-no-rj
UCCmU8bUAkCkLEmeTaicIpmw,Cookie Cutter,"Subscribe if you love roblox videos!

I play popular Roblox games like adopt me and show how to do things in roblox like how to make robux and roblox challenges! I'm a family friendly gaming creator, Get ready for a wild adventure. 

Use star code ""CANDY"" when buying robux, premium or roblox gift cards
Want to join me in roblox? use this! www.roblox.com/join/Cookie
My Roblox Username: CookieCutter

More ways you can watch my content and see behind the scenes!
📷Instagram @Mattyajp
👻snapchat @mattyajp
🐦twitter @CookieCutterYT""
🎮join my discord - https://discord.gg/5bmejc3 
discord username- CookieCutterYT

Using my roblox star code ""Candy"" gives me a commission from roblox as a partnership 

\/
For business enquiries contact the email bellow.
businesscookiecutter@gmail.com
",2014-04-30T16:02:15Z,GB,379000029,0,1170000,4294,False,"""cookie cutter"" CookieCutter ""roblox cookie cutter"" ""adopt me roblox"" ""adopt me"" roblox ""cookie cutter adopt me"" ""adopt me roblox""",https://yt3.ggpht.com/ytc/AIdro_m8Hzqqbk8NS7rDiaWqiO_77bq5TLTW027LJWO4hu9f38g=s88-c-k-c0x00ffffff-no-rj
UCLhvlb2jVuKoHceQa0lJfQQ,A Love Melody | The Beast Boutique,"Welcome to A Love Melody.

A storytelling space where music, pets, and small business creativity collide.

Featuring moments from The Beast Boutique and beyond — from lucky dogs to cool cats, brand-building experiments, and everything in between.

Because every brand deserves a soundtrack.
",2018-04-13T10:35:06Z,US,3907,0,7,33,False,AI,https://yt3.ggpht.com/Ufa8rH9ZZMDA0Jh--EEVlFVyMMxhcCgSqWQ7k1cTQ6Q-xi9nCzEFiqn_zmU4wMculos3n3B0AJw=s88-c-k-c0x00ffffff-no-rj
UC-MtqCYIciNsQ5NQ4nzfTbQ,The Apawthecary Co.,"Simple. Effective. Cozy.

The Apawthecary Co. is a family-owned brand creating handcrafted skin essentials, body care, and cozy home fragrance designed for real homes and everyday routines.

On this channel, you’ll see behind the scenes of how our products are made — from pouring candles and scooping scrubs to blending lotions and packaging orders. We focus on texture, process, and the satisfying details that make handcrafted products feel different.

Our goal is simple: create products that actually work, feel good to use, and bring comfort into your space.

Inspired by the homes we live in and the pets we love, everything is made with intention, care, and a little personality.

Handcrafted. Pawsitive Vibes.
",2026-02-01T20:01:20.439836Z,US,25664,0,5,35,False,"Boutique Apothecary ""Skin Care"" ""Body Care"" Candles Handmade Crafted Shopping",https://yt3.ggpht.com/mn1L52pkwmdcqHw44xLlCM-Sv0cQUuGXqRKiieJL2XkIAEdMWbivCEoN_F1OZD9vfpjukkxe=s88-c-k-c0x00ffffff-no-rj
UCS8FGf2D0xg8feiS7y-ol3w,GigglewithSwati_1111,"self❤️ self-respect is the top most priority#
#family#cookingwithpassion#Dream big, sparkle more,shine bright✨
Be your own kind of beautiful 🌸
Blessed with little miracles 💖
Motherhood powered by love & coffee ☕",2012-06-08T09:07:15Z,,152783,0,211,210,False,,https://yt3.ggpht.com/m43Y94lbpLSxM0qJK5m4QFyE17uPa8wKImeKhs_TOZTAsl00pIhJPaPfgHfEFxslcjkfoUCE=s88-c-k-c0x00ffffff-no-rj
UCK-wS3adud0PIad2lgaQL9A,Elizabeth Kendall,"Fun, Lovable and cute dog grooming videos 💕",2021-08-18T23:30:02.119118Z,,4010037,0,12800,300,False,,https://yt3.ggpht.com/__EJhPKRaX5JCamwULVyqtWwhnNq0jOZgkcSSI0Aqi0ay8_w0AHbjweY9JT4tR9JiWwYS32o=s88-c-k-c0x00ffffff-no-rj
UCfpgSH5ubd9c3cDlgmcYLOA,Symbiotic Design,,2026-02-09T01:33:19.026813Z,US,279250,0,1820,233,False,,https://yt3.ggpht.com/ytc/AIdro_nlK0XZCHPihWVQ4ZXtf5b8YpsaViKGdlcNQOujPdbuOV75OJmCMvjy0UMhDlldDDfeTw=s88-c-k-c0x00ffffff-no-rj
UCksm9zYFpIq0KZ40H2LHc1g,Life With Klee Kai,"Copper and Skye are two Alaskan Klee Kai dogs who are small in stature but have big personalities.

Skye, our black and white Alaskan Klee Kai, was born in September 2017, is the older sibling and likes to think she's the boss of the house. Women power!

Her little brother Copper, who is our red and white Alaskan Klee Kai pup, completed our little family in early 2018. He is five months younger than Skye, but they share the same Dad,  who was a red Klee Kai like Copper.

Alaskan Klee Kai is a breed growing in popularity, although we're often asked if Copper and Skye are a Husky puppies, a Chihuahua and Husky mix or Pomsky dogs.

We hope that our channel, Life With Klee Kai, can shed light on our experience with the breed, providing information and plenty of laughs.

In 2025, we launched our new business Daea Well. You can follow our journey with this business on @mendwithendo and @daeawell.

",2018-10-19T00:15:53Z,US,760954203,0,1050000,2135,False,,https://yt3.ggpht.com/h_d2yVFfGdZthFboQpj5NqIuOk3vOrBCpa4Hy33-7uaJh_JtdU4YDPCGIABOIk9IvKOzc-KOppo=s88-c-k-c0x00ffffff-no-rj
UCh2RUFEH0Fkms3AWjoVnGqA,Mel's Pet Boutique,"
Instagram: @melspetboutique

❤️ | Conforto, sofisticação e exclusividade • Desde 2017
✨ | Design & Decor único para o seu pet
✈  | Envios para todo Brasil
📞 | Whatsapp (32) 99990-3497 ",2021-12-31T01:21:48.612238Z,,184588,0,385,44,False,,https://yt3.ggpht.com/AMw-ax1fGdA3Pqi2xuduNtpp30bULQKEE4DOh8gBLptBi_5NBdk-YeaM2PkG6mfI_ntFkMrx8Q=s88-c-k-c0x00ffffff-no-rj
UCSmYjR_Vvk9hxmt1k_c5Oqg,vAi NIKHIL,,2022-01-03T01:54:42.121328Z,,20234,0,11,29,False,,https://yt3.ggpht.com/O2m23zKfXJ-auksaGvhxds8Pnb_akFDip3TKtqTs9StXyENkTCMQUvMWwi2QHK8_ZD7efkVz=s88-c-k-c0x00ffffff-no-rj
UC-P99oUexYilHFnCZTnmgTg,itsfinlay,"Welcome Bestie! 💕 I am so happy that you are here, and I’m so excited to be here with you all!! 😻🫶🏻

I post the latest Tips, Tricks & Tutorials- so you NEVER miss out on Content!! ⭐️ 

I LOVE Roblox, so SUBSCRIBE for a variety of games… 🎮

SUBSCRIBE to become an ITSFIN”SLAY”, and join our Wonderful Community, where EVERYONE is Welcome! 💕

YouTube Shorts posted Daily! ♥ 

📩Business/promo & collabs: itsfinslay@icloud.com
",2023-05-13T08:53:00.377598Z,GB,96739822,0,248000,794,False,,https://yt3.ggpht.com/HCNsRdxkDUoAhyFDsSXiS8vp8f4-Tn8jAM647AGBfJtQXxkNEc8RrF4OOsjaJ_NDhf1xiVa1tZQ=s88-c-k-c0x00ffffff-no-rj
UCpTRbodKq5Seub3P2j0itHg,Loveheart Roblox,"Greetings, fellow Roblox enthusiasts! It's your girl, Loveheart, and I'm thrilled to welcome you to my exciting world. 💕

I'm a huge fan of playing Adopt Me on Roblox, and I'm here to share my passion with all of you. Join me on my daily trading adventures by subscribing to my channel and becoming a part of my exclusive Loveshines Club! 😍

Get ready for non-stop entertainment, epic gameplay, and plenty of fun surprises along the way. Trust me, you won't want to miss a single video! So what are you waiting for? Hit that subscribe button and let's explore the world of Adopt Me together! 🚀

",2020-06-22T20:16:11.536275Z,GB,35810756,0,49600,2729,False,,https://yt3.ggpht.com/ytc/AIdro_mcNRO1iRbYOkGcyDtNGCSTro6cuMspHe4o7XmrjaiyKQ=s88-c-k-c0x00ffffff-no-rj
